Grains | Cretaceous | TimSub | The age of this deep water Grains is considered to be Cretaceous
Calcilutitie | Fracture | part | Calcilutitie Dolomite crystals  Lamination Breccias Fracture
Calcilutitie | Vug | part | Calcilutitie Dolomite crystals  Lamination Breccias Vug
Calcilutitie | Cavern | part | Calcilutitie Dolomite crystals  Lamination Breccias Cavern
Calcilutitie | Breccia | part | Calcilutitie Dolomite crystals  Lamination Breccias Breccia
Calcilutitie | Boring | part | Calcilutitie Dolomite crystals  Lamination Breccias Boring
Calcilutitie | Burrow | part | Calcilutitie Dolomite crystals  Lamination Breccias Burrow
Calcilutitie | Shrinkage | part | Calcilutitie Dolomite crystals  Lamination Breccias Shrinkage
Condensed | Grains | part | Condensed Dolomite crystals  Lamination Breccias Grains
Condensed | algae | part | Condensed Dolomite crystals  Lamination Breccias algae
Condensed | Charophyta | part | Condensed Dolomite crystals  Lamination Breccias Charophyta
Condensed | Algal | part | Condensed Dolomite crystals  Lamination Breccias Algal
Condensed | alage | part | Condensed Dolomite crystals  Lamination Breccias alage
Condensed | Foraminifers | part | Condensed Dolomite crystals  Lamination Breccias Foraminifers
Condensed | Calcipheres | part | Condensed Dolomite crystals  Lamination Breccias Calcipheres
Condensed | Calpionellid | part | Condensed Dolomite crystals  Lamination Breccias Calpionellid
Condensed | Tunicate | part | Condensed Dolomite crystals  Lamination Breccias Tunicate
Condensed | spicules | part | Condensed Dolomite crystals  Lamination Breccias spicules
Condensed | Radiolarians | part | Condensed Dolomite crystals  Lamination Breccias Radiolarians
Condensed | Nannofossils | part | Condensed Dolomite crystals  Lamination Breccias Nannofossils
Condensed | Archaeocyaths | part | Condensed Dolomite crystals  Lamination Breccias Archaeocyaths
Condensed | Sponges | part | Condensed Dolomite crystals  Lamination Breccias Sponges
Condensed | Stromatoporoids | part | Condensed Dolomite crystals  Lamination Breccias Stromatoporoids
Condensed | Corals | part | Condensed Dolomite crystals  Lamination Breccias Corals
Condensed | hydrozoans | part | Condensed Dolomite crystals  Lamination Breccias hydrozoans
Condensed | corals | part | Condensed Dolomite crystals  Lamination Breccias corals
Condensed | Octocorals | part | Condensed Dolomite crystals  Lamination Breccias Octocorals
Condensed | Hydrozoans | part | Condensed Dolomite crystals  Lamination Breccias Hydrozoans
Condensed | Bryozoans | part | Condensed Dolomite crystals  Lamination Breccias Bryozoans
Condensed | Brachipods | part | Condensed Dolomite crystals  Lamination Breccias Brachipods
Condensed | Mollusks | part | Condensed Dolomite crystals  Lamination Breccias Mollusks
Condensed | Gastropods | part | Condensed Dolomite crystals  Lamination Breccias Gastropods
Condensed | Bivavles | part | Condensed Dolomite crystals  Lamination Breccias Bivavles
Condensed | Cephalopods | part | Condensed Dolomite crystals  Lamination Breccias Cephalopods
Condensed | Scaphopods | part | Condensed Dolomite crystals  Lamination Breccias Scaphopods
Condensed | Echinoderms | part | Condensed Dolomite crystals  Lamination Breccias Echinoderms
Condensed | Echinoids | part | Condensed Dolomite crystals  Lamination Breccias Echinoids
Condensed | Crinoids | part | Condensed Dolomite crystals  Lamination Breccias Crinoids
Condensed | Blastoids | part | Condensed Dolomite crystals  Lamination Breccias Blastoids
Condensed | Holothurians | part | Condensed Dolomite crystals  Lamination Breccias Holothurians
Condensed | Asteroids | part | Condensed Dolomite crystals  Lamination Breccias Asteroids
Condensed | ophiuroids | part | Condensed Dolomite crystals  Lamination Breccias ophiuroids
Condensed | Arthropods | part | Condensed Dolomite crystals  Lamination Breccias Arthropods
Condensed | Trilobites | part | Condensed Dolomite crystals  Lamination Breccias Trilobites
Condensed | Ostracodes | part | Condensed Dolomite crystals  Lamination Breccias Ostracodes
Condensed | Barnacles | part | Condensed Dolomite crystals  Lamination Breccias Barnacles
Condensed | Vertebrate | part | Condensed Dolomite crystals  Lamination Breccias Vertebrate
Condensed | Bones | part | Condensed Dolomite crystals  Lamination Breccias Bones
Condensed | Teeth | part | Condensed Dolomite crystals  Lamination Breccias Teeth
Condensed | Scales | part | Condensed Dolomite crystals  Lamination Breccias Scales
Condensed | Condonts | part | Condensed Dolomite crystals  Lamination Breccias Condonts
Condensed | Plants | part | Condensed Dolomite crystals  Lamination Breccias Plants
Condensed | Spores | part | Condensed Dolomite crystals  Lamination Breccias Spores
Condensed | Pollen | part | Condensed Dolomite crystals  Lamination Breccias Pollen
Condensed | Organic | part | Condensed Dolomite crystals  Lamination Breccias Organic
Condensed | Problematica | part | Condensed Dolomite crystals  Lamination Breccias Problematica
Condensed | Receptaculitids | part | Condensed Dolomite crystals  Lamination Breccias Receptaculitids
Condensed | Nuia | part | Condensed Dolomite crystals  Lamination Breccias Nuia
Condensed | Palaeoaplysina | part | Condensed Dolomite crystals  Lamination Breccias Palaeoaplysina
Condensed | Tubiphytes | part | Condensed Dolomite crystals  Lamination Breccias Tubiphytes
Condensed | Lithocodium | part | Condensed Dolomite crystals  Lamination Breccias Lithocodium
Condensed | Hensonella | part | Condensed Dolomite crystals  Lamination Breccias Hensonella
Condensed | Peloids | part | Condensed Dolomite crystals  Lamination Breccias Peloids
Condensed | pellets | part | Condensed Dolomite crystals  Lamination Breccias pellets
Condensed | Cortoids | part | Condensed Dolomite crystals  Lamination Breccias Cortoids
Condensed | Oncoids | part | Condensed Dolomite crystals  Lamination Breccias Oncoids
Condensed | Rhodoids | part | Condensed Dolomite crystals  Lamination Breccias Rhodoids
Condensed | Macroids | part | Condensed Dolomite crystals  Lamination Breccias Macroids
Condensed | Ooids | part | Condensed Dolomite crystals  Lamination Breccias Ooids
Condensed | Pisoids | part | Condensed Dolomite crystals  Lamination Breccias Pisoids
Condensed | Grain | part | Condensed Dolomite crystals  Lamination Breccias Grain
Condensed | aggregates | part | Condensed Dolomite crystals  Lamination Breccias aggregates
Condensed | Grapestones | part | Condensed Dolomite crystals  Lamination Breccias Grapestones
Condensed | Lumps | part | Condensed Dolomite crystals  Lamination Breccias Lumps
Condensed | Botryoidal | part | Condensed Dolomite crystals  Lamination Breccias Botryoidal
Condensed | oolitic | part | Condensed Dolomite crystals  Lamination Breccias oolitic
Condensed | lumps | part | Condensed Dolomite crystals  Lamination Breccias lumps
Condensed | Microbial | part | Condensed Dolomite crystals  Lamination Breccias Microbial
Condensed | Clasts | part | Condensed Dolomite crystals  Lamination Breccias Clasts
Condensed | Intraclast | part | Condensed Dolomite crystals  Lamination Breccias Intraclast
Condensed | Extraclast | part | Condensed Dolomite crystals  Lamination Breccias Extraclast
Condensed | Carbonate | part | Condensed Dolomite crystals  Lamination Breccias Carbonate
Condensed | Cement | part | Condensed Dolomite crystals  Lamination Breccias Cement
Condensed | Intraparticle | part | Condensed Dolomite crystals  Lamination Breccias Intraparticle
Condensed | Interparticle | part | Condensed Dolomite crystals  Lamination Breccias Interparticle
Condensed | Fenestral | part | Condensed Dolomite crystals  Lamination Breccias Fenestral
Condensed | Shelter | part | Condensed Dolomite crystals  Lamination Breccias Shelter
Condensed | Intercrystal | part | Condensed Dolomite crystals  Lamination Breccias Intercrystal
Condensed | Moldic | part | Condensed Dolomite crystals  Lamination Breccias Moldic
Condensed | Channel | part | Condensed Dolomite crystals  Lamination Breccias Channel
Condensed | Fracture | part | Condensed Dolomite crystals  Lamination Breccias Fracture
Condensed | Vug | part | Condensed Dolomite crystals  Lamination Breccias Vug
Condensed | Cavern | part | Condensed Dolomite crystals  Lamination Breccias Cavern
Condensed | Breccia | part | Condensed Dolomite crystals  Lamination Breccias Breccia
Condensed | Boring | part | Condensed Dolomite crystals  Lamination Breccias Boring
Condensed | Burrow | part | Condensed Dolomite crystals  Lamination Breccias Burrow
Condensed | Shrinkage | part | Condensed Dolomite crystals  Lamination Breccias Shrinkage
grainstone | Grains | part | grainstone Dolomite crystals  Lamination Breccias Grains
grainstone | algae | part | grainstone Dolomite crystals  Lamination Breccias algae
grainstone | Charophyta | part | grainstone Dolomite crystals  Lamination Breccias Charophyta
grainstone | Algal | part | grainstone Dolomite crystals  Lamination Breccias Algal
grainstone | alage | part | grainstone Dolomite crystals  Lamination Breccias alage
grainstone | Foraminifers | part | grainstone Dolomite crystals  Lamination Breccias Foraminifers
grainstone | Calcipheres | part | grainstone Dolomite crystals  Lamination Breccias Calcipheres
grainstone | Calpionellid | part | grainstone Dolomite crystals  Lamination Breccias Calpionellid
grainstone | Tunicate | part | grainstone Dolomite crystals  Lamination Breccias Tunicate
grainstone | spicules | part | grainstone Dolomite crystals  Lamination Breccias spicules
grainstone | Radiolarians | part | grainstone Dolomite crystals  Lamination Breccias Radiolarians
grainstone | Nannofossils | part | grainstone Dolomite crystals  Lamination Breccias Nannofossils
grainstone | Archaeocyaths | part | grainstone Dolomite crystals  Lamination Breccias Archaeocyaths
grainstone | Sponges | part | grainstone Dolomite crystals  Lamination Breccias Sponges
grainstone | Stromatoporoids | part | grainstone Dolomite crystals  Lamination Breccias Stromatoporoids
grainstone | Corals | part | grainstone Dolomite crystals  Lamination Breccias Corals
grainstone | hydrozoans | part | grainstone Dolomite crystals  Lamination Breccias hydrozoans
grainstone | corals | part | grainstone Dolomite crystals  Lamination Breccias corals
grainstone | Octocorals | part | grainstone Dolomite crystals  Lamination Breccias Octocorals
grainstone | Hydrozoans | part | grainstone Dolomite crystals  Lamination Breccias Hydrozoans
grainstone | Bryozoans | part | grainstone Dolomite crystals  Lamination Breccias Bryozoans
grainstone | Brachipods | part | grainstone Dolomite crystals  Lamination Breccias Brachipods
grainstone | Mollusks | part | grainstone Dolomite crystals  Lamination Breccias Mollusks
grainstone | Gastropods | part | grainstone Dolomite crystals  Lamination Breccias Gastropods
grainstone | Bivavles | part | grainstone Dolomite crystals  Lamination Breccias Bivavles
grainstone | Cephalopods | part | grainstone Dolomite crystals  Lamination Breccias Cephalopods
grainstone | Scaphopods | part | grainstone Dolomite crystals  Lamination Breccias Scaphopods
grainstone | Echinoderms | part | grainstone Dolomite crystals  Lamination Breccias Echinoderms
grainstone | Echinoids | part | grainstone Dolomite crystals  Lamination Breccias Echinoids
grainstone | Crinoids | part | grainstone Dolomite crystals  Lamination Breccias Crinoids
grainstone | Blastoids | part | grainstone Dolomite crystals  Lamination Breccias Blastoids
grainstone | Holothurians | part | grainstone Dolomite crystals  Lamination Breccias Holothurians
grainstone | Asteroids | part | grainstone Dolomite crystals  Lamination Breccias Asteroids
grainstone | ophiuroids | part | grainstone Dolomite crystals  Lamination Breccias ophiuroids
grainstone | Arthropods | part | grainstone Dolomite crystals  Lamination Breccias Arthropods
grainstone | Trilobites | part | grainstone Dolomite crystals  Lamination Breccias Trilobites
grainstone | Ostracodes | part | grainstone Dolomite crystals  Lamination Breccias Ostracodes
grainstone | Barnacles | part | grainstone Dolomite crystals  Lamination Breccias Barnacles
grainstone | Vertebrate | part | grainstone Dolomite crystals  Lamination Breccias Vertebrate
grainstone | Bones | part | grainstone Dolomite crystals  Lamination Breccias Bones
grainstone | Teeth | part | grainstone Dolomite crystals  Lamination Breccias Teeth
grainstone | Scales | part | grainstone Dolomite crystals  Lamination Breccias Scales
grainstone | Condonts | part | grainstone Dolomite crystals  Lamination Breccias Condonts
grainstone | Plants | part | grainstone Dolomite crystals  Lamination Breccias Plants
grainstone | Spores | part | grainstone Dolomite crystals  Lamination Breccias Spores
grainstone | Pollen | part | grainstone Dolomite crystals  Lamination Breccias Pollen
grainstone | Organic | part | grainstone Dolomite crystals  Lamination Breccias Organic
grainstone | Problematica | part | grainstone Dolomite crystals  Lamination Breccias Problematica
grainstone | Receptaculitids | part | grainstone Dolomite crystals  Lamination Breccias Receptaculitids
grainstone | Nuia | part | grainstone Dolomite crystals  Lamination Breccias Nuia
grainstone | Palaeoaplysina | part | grainstone Dolomite crystals  Lamination Breccias Palaeoaplysina
grainstone | Tubiphytes | part | grainstone Dolomite crystals  Lamination Breccias Tubiphytes
grainstone | Lithocodium | part | grainstone Dolomite crystals  Lamination Breccias Lithocodium
grainstone | Hensonella | part | grainstone Dolomite crystals  Lamination Breccias Hensonella
grainstone | Peloids | part | grainstone Dolomite crystals  Lamination Breccias Peloids
grainstone | pellets | part | grainstone Dolomite crystals  Lamination Breccias pellets
grainstone | Cortoids | part | grainstone Dolomite crystals  Lamination Breccias Cortoids
grainstone | Oncoids | part | grainstone Dolomite crystals  Lamination Breccias Oncoids
grainstone | Rhodoids | part | grainstone Dolomite crystals  Lamination Breccias Rhodoids
grainstone | Macroids | part | grainstone Dolomite crystals  Lamination Breccias Macroids
grainstone | Ooids | part | grainstone Dolomite crystals  Lamination Breccias Ooids
grainstone | Pisoids | part | grainstone Dolomite crystals  Lamination Breccias Pisoids
grainstone | Grain | part | grainstone Dolomite crystals  Lamination Breccias Grain
grainstone | aggregates | part | grainstone Dolomite crystals  Lamination Breccias aggregates
grainstone | Grapestones | part | grainstone Dolomite crystals  Lamination Breccias Grapestones
grainstone | Lumps | part | grainstone Dolomite crystals  Lamination Breccias Lumps
grainstone | Botryoidal | part | grainstone Dolomite crystals  Lamination Breccias Botryoidal
grainstone | oolitic | part | grainstone Dolomite crystals  Lamination Breccias oolitic
grainstone | lumps | part | grainstone Dolomite crystals  Lamination Breccias lumps
grainstone | Microbial | part | grainstone Dolomite crystals  Lamination Breccias Microbial
grainstone | Clasts | part | grainstone Dolomite crystals  Lamination Breccias Clasts
